filename,itemReviewedName,itemReviewedAuthor,genre,verdictBadge,releaseDate,dateUpdated,imagePath,url
"big-fish.html","Big Fish","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/big-fish.jpg","https://booksversusmovies.com/reviews/big-fish.html"
"big-little-lies-hbo.html","Big Little Lies","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/big-little-lies-hbo.jpg","https://booksversusmovies.com/reviews/big-little-lies-hbo.html"
"breakfast-at-tiffanys.html","Breakfast at Tiffany's","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/breakfast-at-tiffanys.jpg","https://booksversusmovies.com/reviews/breakfast-at-tiffanys.html"
"bridgerton.html","The Duke and I","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/bridgerton.jpg","https://booksversusmovies.com/reviews/bridgerton.html"
"brooklyn.html","Brooklyn","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/brooklyn.jpg","https://booksversusmovies.com/reviews/brooklyn.html"
"catch-22.html","Catch-22","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/catch-22.jpg","https://booksversusmovies.com/reviews/catch-22.html"
"catch-me-if-you-can.html","Catch Me If You Can","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/catch-me-if-you-can.jpg","https://booksversusmovies.com/reviews/catch-me-if-you-can.html"
"cold-mountain.html","Cold Mountain","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/cold-mountain.jpg","https://booksversusmovies.com/reviews/cold-mountain.html"
"contact.html","Contact","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/contact.jpg","https://booksversusmovies.com/reviews/contact.html"
"da-vinci-code.html","The Da Vinci Code","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/da-vinci-code.jpg","https://booksversusmovies.com/reviews/da-vinci-code.html"
"daisy-jones-and-the-six.html","Daisy Jones & The Six","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/daisy-jones-and-the-six.jpg","https://booksversusmovies.com/reviews/daisy-jones-and-the-six.html"
"dark-matter.html","Dark Matter","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/dark-matter.jpg","https://booksversusmovies.com/reviews/dark-matter.html"
"devil-wears-prada.html","The Devil Wears Prada","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/devil-wears-prada.jpg","https://booksversusmovies.com/reviews/devil-wears-prada.html"
"divergent.html","Divergent","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/divergent.jpg","https://booksversusmovies.com/reviews/divergent.html"
"doctor-sleep.html","Doctor Sleep","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/doctor-sleep.jpg","https://booksversusmovies.com/reviews/doctor-sleep.html"
"dracula.html","Dracula","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/dracula.jpg","https://booksversusmovies.com/reviews/dracula.html"
"dune-improved.html","Dune","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/dune-improved.jpg","https://booksversusmovies.com/reviews/dune-improved.html"
"dune.html","Dune","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/dune.jpg","https://booksversusmovies.com/reviews/dune.html"
"eat-pray-love.html","Eat Pray Love","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/eat-pray-love.jpg","https://booksversusmovies.com/reviews/eat-pray-love.html"
"enders-game-film.html","Ender's Game","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/enders-game-film.jpg","https://booksversusmovies.com/reviews/enders-game-film.html"
"enders-game.html","Ender's Game","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/enders-game.jpg","https://booksversusmovies.com/reviews/enders-game.html"
"english-patient.html","The English Patient","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/english-patient.jpg","https://booksversusmovies.com/reviews/english-patient.html"
"everything-everything.html","Everything, Everything","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/everything-everything.jpg","https://booksversusmovies.com/reviews/everything-everything.html"
"fight-club.html","Fight Club","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/fight-club.jpg","https://booksversusmovies.com/reviews/fight-club.html"
"five-feet-apart.html","Five Feet Apart","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/five-feet-apart.jpg","https://booksversusmovies.com/reviews/five-feet-apart.html"
"fourth-wing.html","Fourth Wing","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/fourth-wing.jpg","https://booksversusmovies.com/reviews/fourth-wing.html"
"frankenstein.html","Frankenstein","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/frankenstein.jpg","https://booksversusmovies.com/reviews/frankenstein.html"
"geralds-game.html","Gerald's Game","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/geralds-game.jpg","https://booksversusmovies.com/reviews/geralds-game.html"
"girl-on-the-train.html","The Girl on the Train","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/girl-on-the-train.jpg","https://booksversusmovies.com/reviews/girl-on-the-train.html"
"girl-with-the-dragon-tattoo.html","The Girl with the Dragon Tattoo","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/girl-with-the-dragon-tattoo.jpg","https://booksversusmovies.com/reviews/girl-with-the-dragon-tattoo.html"
"gone-girl.html","Gone Girl","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/gone-girl.jpg","https://booksversusmovies.com/reviews/gone-girl.html"
"good-omens.html","Good Omens","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/good-omens.jpg","https://booksversusmovies.com/reviews/good-omens.html"
"hamnet.html","Hamnet","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/hamnet.jpg","https://booksversusmovies.com/reviews/hamnet.html"
"hannibal-series.html","Hannibal (Series of Books)","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/hannibal-series.jpg","https://booksversusmovies.com/reviews/hannibal-series.html"
"heated-rivalry.html","Heated Rivalry","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/heated-rivalry.jpg","https://booksversusmovies.com/reviews/heated-rivalry.html"
"heated-rivalry_short.html","Heated Rivalry","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/heated-rivalry_short.jpg","https://booksversusmovies.com/reviews/heated-rivalry_short.html"
"high-fidelity.html","High Fidelity","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/high-fidelity.jpg","https://booksversusmovies.com/reviews/high-fidelity.html"
"hillbilly-elegy.html","Hillbilly Elegy","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/hillbilly-elegy.jpg","https://booksversusmovies.com/reviews/hillbilly-elegy.html"
"hitchhikers-guide.html","The Hitchhiker's Guide to the Galaxy","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/hitchhikers-guide.jpg","https://booksversusmovies.com/reviews/hitchhikers-guide.html"
"howls-moving-castle.html","Howl's Moving Castle","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/howls-moving-castle.jpg","https://booksversusmovies.com/reviews/howls-moving-castle.html"
"hunger-games-sunrise.html","Hunger Games: Sunrise on the Reaping","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/hunger-games-sunrise.jpg","https://booksversusmovies.com/reviews/hunger-games-sunrise.html"
"i-am-legend.html","I Am Legend","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/i-am-legend.jpg","https://booksversusmovies.com/reviews/i-am-legend.html"
"i-robot.html","I, Robot","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/i-robot.jpg","https://booksversusmovies.com/reviews/i-robot.html"
"interview-with-the-vampire-amcplus.html","Interview with the Vampire","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/interview-with-the-vampire-amcplus.jpg","https://booksversusmovies.com/reviews/interview-with-the-vampire-amcplus.html"
"into-the-wild.html","Into the Wild","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/into-the-wild.jpg","https://booksversusmovies.com/reviews/into-the-wild.html"
"it-ends-with-us.html","It Ends With Us","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/it-ends-with-us.jpg","https://booksversusmovies.com/reviews/it-ends-with-us.html"
"it-muschietti.html","It","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/it-muschietti.jpg","https://booksversusmovies.com/reviews/it-muschietti.html"
"jane-eyre.html","Jane Eyre","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/jane-eyre.jpg","https://booksversusmovies.com/reviews/jane-eyre.html"
"jurassic-park.html","Jurassic Park","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/jurassic-park.jpg","https://booksversusmovies.com/reviews/jurassic-park.html"
"kite-runner.html","The Kite Runner","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/kite-runner.jpg","https://booksversusmovies.com/reviews/kite-runner.html"
"la-confidential.html","LA Confidential","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/la-confidential.jpg","https://booksversusmovies.com/reviews/la-confidential.html"
"les-miserables.html","Les Misrables","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/les-miserables.jpg","https://booksversusmovies.com/reviews/les-miserables.html"
"little-women.html","Little Women","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/little-women.jpg","https://booksversusmovies.com/reviews/little-women.html"
"lonesome-dove.html","Lonesome Dove","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/lonesome-dove.jpg","https://booksversusmovies.com/reviews/lonesome-dove.html"
"looking-for-alaska.html","Looking for Alaska","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/looking-for-alaska.jpg","https://booksversusmovies.com/reviews/looking-for-alaska.html"
"lord-of-the-flies.html","Lord of the Flies","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/lord-of-the-flies.jpg","https://booksversusmovies.com/reviews/lord-of-the-flies.html"
"love-simon.html","Simon vs. the Homo Sapiens Agenda","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/love-simon.jpg","https://booksversusmovies.com/reviews/love-simon.html"
"margos-got-money-troubles.html","Margo's Got Money Troubles","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/margos-got-money-troubles.jpg","https://booksversusmovies.com/reviews/margos-got-money-troubles.html"
"me-before-you.html","Me Before You","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/me-before-you.jpg","https://booksversusmovies.com/reviews/me-before-you.html"
"mickey-17.html","Mickey 17","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/mickey-17.jpg","https://booksversusmovies.com/reviews/mickey-17.html"
"misery.html","Misery","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/misery.jpg","https://booksversusmovies.com/reviews/misery.html"
"my-brilliant-friend.html","My Brilliant Friend","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/my-brilliant-friend.jpg","https://booksversusmovies.com/reviews/my-brilliant-friend.html"
"my-sisters-keeper.html","My Sister's Keeper","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/my-sisters-keeper.jpg","https://booksversusmovies.com/reviews/my-sisters-keeper.html"
"narnia-magicians-nephew.html","The Magician's Nephew","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/narnia-magicians-nephew.jpg","https://booksversusmovies.com/reviews/narnia-magicians-nephew.html"
"never-let-me-go.html","Never Let Me Go","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/never-let-me-go.jpg","https://booksversusmovies.com/reviews/never-let-me-go.html"
"no-country-for-old-men.html","No Country for Old Men","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/no-country-for-old-men.jpg","https://booksversusmovies.com/reviews/no-country-for-old-men.html"
"normal-people.html","Normal People","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/normal-people.jpg","https://booksversusmovies.com/reviews/normal-people.html"
"of-mice-and-men.html","Of Mice and Men","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/of-mice-and-men.jpg","https://booksversusmovies.com/reviews/of-mice-and-men.html"
"olive-kitteridge.html","Olive Kitteridge","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/olive-kitteridge.jpg","https://booksversusmovies.com/reviews/olive-kitteridge.html"
"on-the-road.html","On the Road","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/on-the-road.jpg","https://booksversusmovies.com/reviews/on-the-road.html"
"one-day.html","One Day","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/one-day.jpg","https://booksversusmovies.com/reviews/one-day.html"
"one-flew-over-the-cuckoos-nest.html","One Flew Over the Cuckoo's Nest","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/one-flew-over-the-cuckoos-nest.jpg","https://booksversusmovies.com/reviews/one-flew-over-the-cuckoos-nest.html"
"outlander.html","Outlander","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/outlander.jpg","https://booksversusmovies.com/reviews/outlander.html"
"pachinko.html","Pachinko","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/pachinko.jpg","https://booksversusmovies.com/reviews/pachinko.html"
"people-we-meet-on-vacation.html","People We Meet on Vacation","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/people-we-meet-on-vacation.jpg","https://booksversusmovies.com/reviews/people-we-meet-on-vacation.html"
"perks-of-being-a-wallflower.html","The Perks of Being a Wallflower","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/perks-of-being-a-wallflower.jpg","https://booksversusmovies.com/reviews/perks-of-being-a-wallflower.html"
"pet-sematary-2019.html","Pet Sematary","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/pet-sematary-2019.jpg","https://booksversusmovies.com/reviews/pet-sematary-2019.html"
"presumed-innocent.html","Presumed Innocent","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/presumed-innocent.jpg","https://booksversusmovies.com/reviews/presumed-innocent.html"
"pride-and-prejudice.html","Pride and Prejudice","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/pride-and-prejudice.jpg","https://booksversusmovies.com/reviews/pride-and-prejudice.html"
"project-hail-mary.html","Project Hail Mary","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/project-hail-mary.jpg","https://booksversusmovies.com/reviews/project-hail-mary.html"
"ready-player-one.html","Ready Player One","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/ready-player-one.jpg","https://booksversusmovies.com/reviews/ready-player-one.html"
"rebecca.html","Rebecca","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/rebecca.jpg","https://booksversusmovies.com/reviews/rebecca.html"
"remains-of-the-day.html","The Remains of the Day","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/remains-of-the-day.jpg","https://booksversusmovies.com/reviews/remains-of-the-day.html"
"remarkably-bright-creatures.html","Remarkably Bright Creatures","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/remarkably-bright-creatures.jpg","https://booksversusmovies.com/reviews/remarkably-bright-creatures.html"
"reminders-of-him.html","Reminders of Him","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/reminders-of-him.jpg","https://booksversusmovies.com/reviews/reminders-of-him.html"
"room.html","Room","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/room.jpg","https://booksversusmovies.com/reviews/room.html"
"roots-2016.html","Roots","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/roots-2016.jpg","https://booksversusmovies.com/reviews/roots-2016.html"
"rosemarys-baby.html","Rosemary's Baby","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/rosemarys-baby.jpg","https://booksversusmovies.com/reviews/rosemarys-baby.html"
"schindlers-list.html","Schindler's List","BooksVersusMovies.com","General","Screen Wins","2026","2026-04-11","images/schindlers-list.jpg","https://booksversusmovies.com/reviews/schindlers-list.html"
"seabiscuit.html","Seabiscuit","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/seabiscuit.jpg","https://booksversusmovies.com/reviews/seabiscuit.html"
"sense-and-sensibility.html","Sense and Sensibility","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/sense-and-sensibility.jpg","https://booksversusmovies.com/reviews/sense-and-sensibility.html"
"shadow-and-bone.html","Shadow and Bone","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/shadow-and-bone.jpg","https://booksversusmovies.com/reviews/shadow-and-bone.html"
"sharp-objects.html","Sharp Objects","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/sharp-objects.jpg","https://booksversusmovies.com/reviews/sharp-objects.html"
"shogun-2024.html","Shogun","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/shogun-2024.jpg","https://booksversusmovies.com/reviews/shogun-2024.html"
"silence-of-the-lambs.html","The Silence of the Lambs","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/silence-of-the-lambs.jpg","https://booksversusmovies.com/reviews/silence-of-the-lambs.html"
"sophies-choice.html","Sophie's Choice","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/sophies-choice.jpg","https://booksversusmovies.com/reviews/sophies-choice.html"
"sphere.html","Sphere","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/sphere.jpg","https://booksversusmovies.com/reviews/sphere.html"
"spotlight.html","The Devil Wears Prada","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/spotlight.jpg","https://booksversusmovies.com/reviews/spotlight.html"
"stardust.html","Stardust","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/stardust.jpg","https://booksversusmovies.com/reviews/stardust.html"
"station-eleven.html","Station Eleven","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/station-eleven.jpg","https://booksversusmovies.com/reviews/station-eleven.html"
"talented-mr-ripley.html","The Talented Mr. Ripley","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/talented-mr-ripley.jpg","https://booksversusmovies.com/reviews/talented-mr-ripley.html"
"the-book-thief.html","The Book Thief","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-book-thief.jpg","https://booksversusmovies.com/reviews/the-book-thief.html"
"the-client.html","The Client","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-client.jpg","https://booksversusmovies.com/reviews/the-client.html"
"the-color-purple.html","The Color Purple","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-color-purple.jpg","https://booksversusmovies.com/reviews/the-color-purple.html"
"the-count-of-monte-cristo.html","The Count of Monte Cristo","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-count-of-monte-cristo.jpg","https://booksversusmovies.com/reviews/the-count-of-monte-cristo.html"
"the-electric-state.html","The Electric State","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-electric-state.jpg","https://booksversusmovies.com/reviews/the-electric-state.html"
"the-fault-in-our-stars.html","The Fault in Our Stars","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-fault-in-our-stars.jpg","https://booksversusmovies.com/reviews/the-fault-in-our-stars.html"
"the-firm.html","The Firm","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-firm.jpg","https://booksversusmovies.com/reviews/the-firm.html"
"the-girl-with-the-dragon-tattoo-fincher.html","The Girl with the Dragon Tattoo","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/the-girl-with-the-dragon-tattoo-fincher.jpg","https://booksversusmovies.com/reviews/the-girl-with-the-dragon-tattoo-fincher.html"
"the-giver.html","The Giver","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-giver.jpg","https://booksversusmovies.com/reviews/the-giver.html"
"the-glass-castle.html","The Glass Castle","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-glass-castle.jpg","https://booksversusmovies.com/reviews/the-glass-castle.html"
"the-goldfinch.html","The Goldfinch","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-goldfinch.jpg","https://booksversusmovies.com/reviews/the-goldfinch.html"
"the-great-gatsby.html","The Great Gatsby","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-great-gatsby.jpg","https://booksversusmovies.com/reviews/the-great-gatsby.html"
"the-handmaids-tale.html","The Handmaid's Tale","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-handmaids-tale.jpg","https://booksversusmovies.com/reviews/the-handmaids-tale.html"
"the-hate-u-give.html","The Hate U Give","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-hate-u-give.jpg","https://booksversusmovies.com/reviews/the-hate-u-give.html"
"the-haunting-of-hill-house.html","The Haunting of Hill House","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/the-haunting-of-hill-house.jpg","https://booksversusmovies.com/reviews/the-haunting-of-hill-house.html"
"the-help.html","The Help","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-help.jpg","https://booksversusmovies.com/reviews/the-help.html"
"the-hours.html","The Hours","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/the-hours.jpg","https://booksversusmovies.com/reviews/the-hours.html"
"the-housemaid.html","The Housemaid","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-housemaid.jpg","https://booksversusmovies.com/reviews/the-housemaid.html"
"the-lincoln-lawyer.html","The Lincoln Lawyer","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-lincoln-lawyer.jpg","https://booksversusmovies.com/reviews/the-lincoln-lawyer.html"
"the-longest-ride.html","The Longest Ride","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-longest-ride.jpg","https://booksversusmovies.com/reviews/the-longest-ride.html"
"the-lovely-bones.html","The Lovely Bones","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-lovely-bones.jpg","https://booksversusmovies.com/reviews/the-lovely-bones.html"
"the-martian.html","The Martian","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/the-martian.jpg","https://booksversusmovies.com/reviews/the-martian.html"
"the-maze-runner-film.html","The Maze Runner","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-maze-runner-film.jpg","https://booksversusmovies.com/reviews/the-maze-runner-film.html"
"the-maze-runner.html","The Maze Runner","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-maze-runner.jpg","https://booksversusmovies.com/reviews/the-maze-runner.html"
"the-notebook.html","The Notebook","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-notebook.jpg","https://booksversusmovies.com/reviews/the-notebook.html"
"the-odyssey.html","The Odyssey","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/the-odyssey.jpg","https://booksversusmovies.com/reviews/the-odyssey.html"
"the-outsider.html","The Outsider","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-outsider.jpg","https://booksversusmovies.com/reviews/the-outsider.html"
"the-outsiders.html","The Outsiders","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/the-outsiders.jpg","https://booksversusmovies.com/reviews/the-outsiders.html"
"the-pelican-brief.html","The Pelican Brief","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-pelican-brief.jpg","https://booksversusmovies.com/reviews/the-pelican-brief.html"
"the-pianist.html","The Pianist","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/the-pianist.jpg","https://booksversusmovies.com/reviews/the-pianist.html"
"the-picture-of-dorian-gray.html","The Picture of Dorian Gray","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-picture-of-dorian-gray.jpg","https://booksversusmovies.com/reviews/the-picture-of-dorian-gray.html"
"the-pillars-of-the-earth.html","The Pillars of the Earth","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-pillars-of-the-earth.jpg","https://booksversusmovies.com/reviews/the-pillars-of-the-earth.html"
"the-princess-bride.html","The Princess Bride","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/the-princess-bride.jpg","https://booksversusmovies.com/reviews/the-princess-bride.html"
"the-road.html","The Road","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-road.jpg","https://booksversusmovies.com/reviews/the-road.html"
"the-secret-garden.html","The Secret Garden","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-secret-garden.jpg","https://booksversusmovies.com/reviews/the-secret-garden.html"
"the-secret-life-of-bees.html","The Secret Life of Bees","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-secret-life-of-bees.jpg","https://booksversusmovies.com/reviews/the-secret-life-of-bees.html"
